,movieId,title,dbpedia_link,genres,director_uri,director,country_uri,country,runtime,writer_uri,writer,starring,languagues,studios
821,1750,Star Kid (1997),http://dbpedia.org/resource/Star_Kid,Adventure|Children|Fantasy|Sci-Fi,http://dbpedia.org/resource/Manny_Coto,Manny Coto,,,6060.0,http://dbpedia.org/resource/Manny_Coto,Manny Coto,Richard Gilliland|Corinne Bohrer|Joseph Mazzello,,
822,700,Angus (1995),http://dbpedia.org/resource/Angus_(film),Comedy,http://dbpedia.org/resource/Patrick_Read_Johnson,Patrick Read Johnson,,,5220.0,,,Chris Owen (actor)|Anna Thomson|George C. Scott|Kathy Bates|Ariana Richards,,BBC|Turner Pictures|Atlas Entertainment
823,3053,"Messenger: The Story of Joan of Arc, The (1999)",http://dbpedia.org/resource/The_Messenger:_The_Story_of_Joan_of_Arc,Drama|War,http://dbpedia.org/resource/Luc_Besson,Luc Besson,,,9480.0,http://dbpedia.org/resource/Andrew_Birkin,Andrew Birkin,Dustin Hoffman|John Malkovich|Tchéky Karyo|Faye Dunaway|Milla Jovovich|Gina McKee,,Gaumont Film Company
824,2034,"Black Hole, The (1979)",http://dbpedia.org/resource/The_Black_Hole_(2006_film),Children|Sci-Fi,http://dbpedia.org/resource/Tibor_Takács_(director),Tibor Takács (director),,,,,,Kristy Swanson|Judd Nelson,English language,
825,2403,First Blood (1982),http://dbpedia.org/resource/First_Blood,Action|Adventure|Drama|Thriller,http://dbpedia.org/resource/Ted_Kotcheff,Ted Kotcheff,,,5580.0,http://dbpedia.org/resource/Sylvester_Stallone,Sylvester Stallone,Richard Crenna|Brian Dennehy,,Carolco Pictures
826,3475,"Place in the Sun, A (1951)",http://dbpedia.org/resource/A_Place_in_the_Sun_(film),Drama|Romance,http://dbpedia.org/resource/George_Stevens,George Stevens,http://dbpedia.org/resource/United_States,United States,7320.0,http://dbpedia.org/resource/Michael_Wilson_(writer),Michael Wilson (writer),Elizabeth Taylor|Shelley Winters|Montgomery Clift,,
827,659,Purple Noon (1960),http://dbpedia.org/resource/Purple_Noon,Crime|Drama|Thriller,http://dbpedia.org/resource/René_Clément,René Clément,,,6900.0,http://dbpedia.org/resource/Paul_Gégauff,Paul Gégauff,Maurice Ronet|Marie Laforêt|Alain Delon,,
828,1496,Anna Karenina (1997),http://dbpedia.org/resource/Anna_Karenina_(1997_film),Drama|Romance,http://dbpedia.org/resource/Bernard_Rose_(director),Bernard Rose (director),,,6480.0,http://dbpedia.org/resource/Bernard_Rose_(director),Bernard Rose (director),Sophie Marceau|James Fox|Alfred Molina|Mia Kirshner|Sean Bean,,Icon Productions
829,144,"Brothers McMullen, The (1995)",http://dbpedia.org/resource/The_Brothers_McMullen,Comedy,http://dbpedia.org/resource/Edward_Burns,Edward Burns,,,5880.0,http://dbpedia.org/resource/Edward_Burns,Edward Burns,Jack Mulcahy (actor)|Maxine Bahns|Connie Britton|Mike McGlone|Jennifer Jostyn,,Fox Searchlight Pictures
830,1816,Two Girls and a Guy (1997),http://dbpedia.org/resource/Two_Girls_and_a_Guy,Comedy|Drama,http://dbpedia.org/resource/James_Toback,James Toback,,,5040.0,http://dbpedia.org/resource/James_Toback,James Toback,"Heather Graham|Natasha Gregson Wagner|Robert Downey, Jr.",English language,
831,531,"Secret Garden, The (1993)",http://dbpedia.org/resource/The_Secret_Garden_(1993_film),Children|Drama,http://dbpedia.org/resource/Agnieszka_Holland,Agnieszka Holland,,,6120.0,http://dbpedia.org/resource/Caroline_Thompson,Caroline Thompson,,,American Zoetrope
832,1230,Annie Hall (1977),http://dbpedia.org/resource/Annie_Hall,Comedy|Romance,http://dbpedia.org/resource/Woody_Allen,Woody Allen,,,5580.0,http://dbpedia.org/resource/Woody_Allen,Woody Allen,,,
833,10,GoldenEye (1995),http://dbpedia.org/resource/GoldenEye,Action|Adventure|Thriller,http://dbpedia.org/resource/Martin_Campbell,Martin Campbell,,,7800.0,http://dbpedia.org/resource/Michael_France,Michael France,Pierce Brosnan|Izabella Scorupco|Famke Janssen|Joe Don Baker|Sean Bean,,Eon Productions
834,1632,"Smile Like Yours, A (1997)",http://dbpedia.org/resource/A_Smile_Like_Yours,Comedy|Romance,http://dbpedia.org/resource/Keith_Samples,Keith Samples,,,5880.0,http://dbpedia.org/resource/Kevin_Meyer,Kevin Meyer,Jill Hennessy|Greg Kinnear|Lauren Holly|Joan Cusack|Christopher McDonald|Jay Thomas,,Rysher Entertainment
835,798,Daylight (1996),http://dbpedia.org/resource/Daylight_(film),Action|Adventure|Drama|Thriller,,,,,,,,,,
836,3728,One False Move (1991),http://dbpedia.org/resource/One_False_Move,Crime|Drama|Film-Noir|Thriller,http://dbpedia.org/resource/Carl_Franklin,Carl Franklin,,,6300.0,http://dbpedia.org/resource/Billy_Bob_Thornton,Billy Bob Thornton,Jim Metzler|Earl Billings|Bill Paxton|Cynda Williams|Michael Beach,,
837,1194,Up in Smoke (1978),http://dbpedia.org/resource/Up_in_Smoke_(1957_film),Comedy,http://dbpedia.org/resource/William_Beaudine,William Beaudine,,,3840.0,http://dbpedia.org/resource/Jack_Townley,Jack Townley,David Gorcey|Dick Elliott|Stanley Clements|Huntz Hall,,Monogram Pictures
838,3238,Eye of the Beholder (1999),http://dbpedia.org/resource/Eye_of_the_Beholder_(film),Thriller,http://dbpedia.org/resource/Stephan_Elliott,Stephan Elliott,,,6540.0,http://dbpedia.org/resource/Stephan_Elliott,Stephan Elliott,Ashley Judd|Geneviève Bujold|Ewan McGregor|Patrick Bergin|Jason Priestley,,Behaviour Interactive|Village Roadshow Pictures
839,3434,Death Wish V: The Face of Death (1994),http://dbpedia.org/resource/Death_Wish_V:_The_Face_of_Death,Action|Drama,http://dbpedia.org/resource/Allan_A._Goldstein,Allan A. Goldstein,,,5700.0,http://dbpedia.org/resource/Allan_A._Goldstein,Allan A. Goldstein,Michael Parks|Charles Bronson|Lesley-Anne Down|Kenneth Welsh|Saul Rubinek,,
840,2183,"Man Who Knew Too Much, The (1956)",http://dbpedia.org/resource/The_Man_Who_Knew_Too_Much_(1956_film),Adventure|Drama|Mystery|Thriller,http://dbpedia.org/resource/Alfred_Hitchcock,Alfred Hitchcock,,,7200.0,http://dbpedia.org/resource/Angus_MacPhail,Angus MacPhail,Doris Day|James Stewart|Reggie Nalder|Daniel Gelin|Bernard Miles|Christopher Olsen,,
841,1886,I Got the Hook Up (1998),http://dbpedia.org/resource/I_Got_the_Hook_Up,Comedy,,,,,,,,,,
842,944,Lost Horizon (1937),http://dbpedia.org/resource/Lost_Horizon_(1937_film),Drama,http://dbpedia.org/resource/Frank_Capra,Frank Capra,,,12600.0,http://dbpedia.org/resource/Robert_Riskin,Robert Riskin,John Howard (American actor)|Jane Wyatt|Ronald Colman|Sam Jaffe|H.B. Warner,,
843,3565,Where the Heart Is (2000),http://dbpedia.org/resource/Where_the_Heart_Is_(2000_film),Comedy|Drama,http://dbpedia.org/resource/Matt_Williams_(TV_producer),Matt Williams (TV producer),http://dbpedia.org/resource/United_States,United States,7200.0,http://dbpedia.org/resource/Babaloo_Mandel,Babaloo Mandel,Ashley Judd|Natalie Portman|Stockard Channing|Joan Cusack,,
844,2694,Big Daddy (1999),http://dbpedia.org/resource/Big_Daddy_(1999_film),Comedy,http://dbpedia.org/resource/Dennis_Dugan,Dennis Dugan,,,5580.0,http://dbpedia.org/resource/Tim_Herlihy,Tim Herlihy,Steve Buscemi|Leslie Mann|Josh Mostel|Joey Lauren Adams|Adam Sandler|Kristy Swanson|Rob Schneider|Cole Sprouse|Dylan Sprouse|Jon Stewart,,Jack Giarraputo
845,2404,Rambo III (1988),http://dbpedia.org/resource/Rambo_III,Action|Adventure|Thriller|War,http://dbpedia.org/resource/Peter_MacDonald_(director),Peter MacDonald (director),,,6060.0,http://dbpedia.org/resource/Sylvester_Stallone,Sylvester Stallone,Richard Crenna,,Carolco Pictures
846,3363,American Graffiti (1973),http://dbpedia.org/resource/American_Graffiti,Comedy|Drama,http://dbpedia.org/resource/George_Lucas,George Lucas,,,6720.0,,,,,
847,2791,Airplane! (1980),http://dbpedia.org/resource/Airplane!,Comedy,,,,,5220.0,,,,,
848,701,Daens (1992),http://dbpedia.org/resource/Daens_(film),Drama,http://dbpedia.org/resource/Stijn_Coninx,Stijn Coninx,,,8280.0,http://dbpedia.org/resource/Stijn_Coninx,Stijn Coninx,Jan Decleir,,
849,2656,Tarantula (1955),http://dbpedia.org/resource/Tarantula_(film),Horror|Sci-Fi,http://dbpedia.org/resource/Jack_Arnold_(director),Jack Arnold (director),,,4860.0,http://dbpedia.org/resource/Martin_Berkeley,Martin Berkeley,Leo G. Carroll|John Agar|Mara Corday,,Universal Studios
850,3476,Jacob's Ladder (1990),http://dbpedia.org/resource/Jacob's_Ladder_(film),Horror|Mystery,http://dbpedia.org/resource/Adrian_Lyne,Adrian Lyne,,,6780.0,http://dbpedia.org/resource/Bruce_Joel_Rubin,Bruce Joel Rubin,Elizabeth Peña|Danny Aiello|Tim Robbins,,Carolco Pictures
851,799,"Frighteners, The (1996)",http://dbpedia.org/resource/The_Frighteners,Comedy|Horror|Thriller,http://dbpedia.org/resource/Peter_Jackson,Peter Jackson,http://dbpedia.org/resource/New_Zealand_music,New Zealand music,6600.0,http://dbpedia.org/resource/Peter_Jackson,Peter Jackson,Peter Dobson|Jake Busey|Michael J. Fox|Jeffrey Combs|Dee Wallace|John Astin|Trini Alvarado,,WingNut Films
852,1817,No Looking Back (1998),http://dbpedia.org/resource/No_Looking_Back,Drama|Romance,,,,,,,,,,
853,3825,Coyote Ugly (2000),http://dbpedia.org/resource/Coyote_Ugly_(film),Comedy|Drama|Romance,http://dbpedia.org/resource/David_McNally_(director),David McNally (director),,,6060.0,http://dbpedia.org/resource/Todd_Graff,Todd Graff,Tyra Banks|Maria Bello|Adam Garcia|Piper Perabo|John Goodman|Izabella Miko,,
854,1231,"Right Stuff, The (1983)",http://dbpedia.org/resource/The_Right_Stuff_(film),Drama,http://dbpedia.org/resource/Philip_Kaufman,Philip Kaufman,,,11520.0,http://dbpedia.org/resource/Philip_Kaufman,Philip Kaufman,Dennis Quaid|Charles Frank|Ed Harris|Pamela Reed|Lance Henriksen|Barbara Hershey|Sam Shepard|Veronica Cartwright|Scott Paulin|Fred Ward|Scott Glenn|Kim Stanley,,The Ladd Company
855,3435,Double Indemnity (1944),http://dbpedia.org/resource/Double_Indemnity_(film),Crime|Drama|Film-Noir,http://dbpedia.org/resource/Billy_Wilder,Billy Wilder,,,6420.0,,,,,
856,1633,Ulee's Gold (1997),http://dbpedia.org/resource/Ulee's_Gold,Drama,http://dbpedia.org/resource/Victor_Nuñez,Victor Nuñez,,,6780.0,http://dbpedia.org/resource/Victor_Nuñez,Victor Nuñez,Peter Fonda|Jessica Biel|Patricia Richardson|Christine Dunford|Tom Wood (actor),,
857,2925,"Conformist, The (Il Conformista) (1970)",http://dbpedia.org/resource/The_Conformist_(film),Drama,http://dbpedia.org/resource/Bernardo_Bertolucci,Bernardo Bertolucci,http://dbpedia.org/resource/France,France,6660.0,http://dbpedia.org/resource/Bernardo_Bertolucci,Bernardo Bertolucci,Stefania Sandrelli|Pierre Clémenti|Jean-Louis Trintignant|Dominique Sanda|Gastone Moschin,French language|Italian language|English language,
858,38,It Takes Two (1995),http://dbpedia.org/resource/It_Takes_Two_(1995_film),Children|Comedy,http://dbpedia.org/resource/Andy_Tennant,Andy Tennant,,,6060.0,,,Jane Sibbett|Philip Bosco|Mary-Kate and Ashley Olsen|Kirstie Alley|Steve Guttenberg,,
859,3055,Felicia's Journey (1999),http://dbpedia.org/resource/Felicia's_Journey_(film),Thriller,http://dbpedia.org/resource/Atom_Egoyan,Atom Egoyan,,,6960.0,http://dbpedia.org/resource/Atom_Egoyan,Atom Egoyan,Bob Hoskins|Elaine Cassidy,French language|English language|Irish language,Alliance Atlantis|Icon Entertainment|The Movie Network|Icon Productions
860,2035,Blackbeard's Ghost (1968),http://dbpedia.org/resource/Blackbeard's_Ghost,Children|Comedy,http://dbpedia.org/resource/Robert_Stevenson_(director),Robert Stevenson (director),,,6360.0,http://dbpedia.org/resource/Don_DaGradi,Don DaGradi,Suzanne Pleshette|Dean Jones (actor)|Peter Ustinov,,Walt Disney Pictures
861,401,Mirage (1995),http://dbpedia.org/resource/Mirage_(1965_film),Action|Thriller,http://dbpedia.org/resource/Edward_Dmytryk,Edward Dmytryk,,,6480.0,http://dbpedia.org/resource/Peter_Stone,Peter Stone,Gregory Peck|Walter Matthau|Diane Baker,,
862,3239,Isn't She Great? (2000),http://dbpedia.org/resource/Isn't_She_Great,Comedy,http://dbpedia.org/resource/Andrew_Bergman,Andrew Bergman,,,5700.0,http://dbpedia.org/resource/Paul_Rudnick,Paul Rudnick,David Hyde Pierce|John Cleese|Amanda Peet|Stockard Channing|John Larroquette|Bette Midler|Nathan Lane|Paul Benedict|Christopher McDonald (actor)|Debbie Shapiro,,
863,2405,"Jewel of the Nile, The (1985)",http://dbpedia.org/resource/The_Jewel_of_the_Nile,Action|Adventure|Comedy|Romance,http://dbpedia.org/resource/Lewis_Teague,Lewis Teague,,,6420.0,http://dbpedia.org/resource/Lawrence_Konner,Lawrence Konner,Danny DeVito|Kathleen Turner,English People,
864,3872,"Suddenly, Last Summer (1959)","http://dbpedia.org/resource/Suddenly,_Last_Summer_(film)",Drama,http://dbpedia.org/resource/Joseph_L._Mankiewicz,Joseph L. Mankiewicz,,,6840.0,http://dbpedia.org/resource/Gore_Vidal,Gore Vidal,Elizabeth Taylor|Katharine Hepburn|Montgomery Clift,,
865,2017,Babes in Toyland (1961),http://dbpedia.org/resource/Babes_in_Toyland_(1961_film),Children|Fantasy|Musical,http://dbpedia.org/resource/Jack_Donohue_(director),Jack Donohue (director),,,6360.0,http://dbpedia.org/resource/Glen_MacDonough,Glen MacDonough,Ray Bolger|Tommy Sands (American singer)|Annette Funicello|Ed Wynn,,Walt Disney Pictures
866,1497,Double Team (1997),http://dbpedia.org/resource/Double_Team_(film),Action,http://dbpedia.org/resource/Tsui_Hark,Tsui Hark,,,5580.0,,,Mickey Rourke|Jean-Claude Van Damme|Dennis Rodman|Paul Freeman (actor),,Film Workshop|Mandalay Entertainment
867,11,"American President, The (1995)",http://dbpedia.org/resource/The_American_President,Comedy|Drama|Romance,http://dbpedia.org/resource/Rob_Reiner,Rob Reiner,,,6840.0,http://dbpedia.org/resource/Aaron_Sorkin,Aaron Sorkin,David Paymer|Samantha Mathis|Martin Sheen|Michael Douglas|Michael J. Fox|Annette Bening,,Castle Rock Entertainment
868,2184,"Trouble with Harry, The (1955)",http://dbpedia.org/resource/The_Trouble_with_Harry,Comedy|Mystery,http://dbpedia.org/resource/Alfred_Hitchcock,Alfred Hitchcock,,,5940.0,http://dbpedia.org/resource/John_Michael_Hayes,John Michael Hayes,Edmund Gwenn|Mildred Dunnock|Jerry Mathers|John Forsythe|Shirley MacLaine|Mildred Natwick|Royal Dano,,
869,3436,Dying Young (1991),http://dbpedia.org/resource/Dying_Young,Drama|Romance,http://dbpedia.org/resource/Joel_Schumacher,Joel Schumacher,,,6840.0,http://dbpedia.org/resource/Marti_Leimbach,Marti Leimbach,Julia Roberts|Colleen Dewhurst|Campbell Scott|Vincent D'Onofrio|David Selby,,
870,3056,Oxygen (1999),http://dbpedia.org/resource/Oxygen_(film),Crime|Drama|Thriller,,,,,,,,,,
871,2825,Rosie (1998),http://dbpedia.org/resource/Rosie_(1965_film),Drama,http://dbpedia.org/resource/P._N._Menon_(director),P. N. Menon (director),http://dbpedia.org/resource/India,India,,http://dbpedia.org/resource/P._J._Antony,P. J. Antony,Prem Nazir|P. J. Antony|Kaviyoor Ponnamma|Thikkurissi Sukumaran Nair,Malayalam Language,
872,3178,"Hurricane, The (1999)",http://dbpedia.org/resource/The_Hurricane_(1999_film),Drama,http://dbpedia.org/resource/Norman_Jewison,Norman Jewison,,,8700.0,http://dbpedia.org/resource/Dan_Gordon_(screenwriter),Dan Gordon (screenwriter),Denzel Washington|Liev Schreiber|Vicellous Reon Shannon|Deborah Kara Unger,,Beacon Pictures
873,172,Johnny Mnemonic (1995),http://dbpedia.org/resource/Johnny_Mnemonic_(film),Action|Sci-Fi|Thriller,http://dbpedia.org/resource/Robert_Longo,Robert Longo,,,5760.0,http://dbpedia.org/resource/William_Gibson,William Gibson,Ice-T|Keanu Reeves|Dina Meyer|Dolph Lundgren|Takeshi Kitano,,Alliance Communications
874,2406,Romancing the Stone (1984),http://dbpedia.org/resource/Romancing_the_Stone,Action|Adventure|Comedy|Romance,http://dbpedia.org/resource/Robert_Zemeckis,Robert Zemeckis,,,6360.0,http://dbpedia.org/resource/Diane_Thomas,Diane Thomas,Danny DeVito|Manuel Ojeda|Alfonso Arau|Kathleen Turner,,
875,568,Bhaji on the Beach (1993),http://dbpedia.org/resource/Bhaji_on_the_Beach,Comedy|Drama,http://dbpedia.org/resource/Gurinder_Chadha,Gurinder Chadha,,,6060.0,http://dbpedia.org/resource/Meera_Syal,Meera Syal,Sarita Khajuria|Kim Vithana|Jimmi Harkishin,,Film4 Productions
876,532,Serial Mom (1994),http://dbpedia.org/resource/Serial_Mom,Comedy|Crime|Horror,http://dbpedia.org/resource/John_Waters,John Waters,,,5580.0,http://dbpedia.org/resource/John_Waters,John Waters,Sam Waterston|Kathleen Turner|Ricki Lake|Suzanne Somers,,
877,3103,Stanley & Iris (1990),http://dbpedia.org/resource/Stanley_Kubrick's_Boxes,Drama|Romance,http://dbpedia.org/resource/Jon_Ronson,Jon Ronson,,,2880.0,,,Stanley Kubrick|Jon Ronson|Leon Vitali|Christiane Kubrick,,
878,2529,Planet of the Apes (1968),http://dbpedia.org/resource/Planet_of_the_Apes_(1968_film),Action|Drama|Sci-Fi,http://dbpedia.org/resource/Franklin_J._Schaffner,Franklin J. Schaffner,,,6720.0,,,,,APJAC Productions
879,1363,"Preacher's Wife, The (1996)",http://dbpedia.org/resource/The_Preacher's_Wife,Drama,http://dbpedia.org/resource/Penny_Marshall,Penny Marshall,,,7440.0,http://dbpedia.org/resource/Allan_Scott_(Scottish_screenwriter),Allan Scott (Scottish screenwriter),Whitney Houston|Denzel Washington|Loretta Devine|Jenifer Lewis|Gregory Hines|Courtney B. Vance,,
880,3437,Cool as Ice (1991),http://dbpedia.org/resource/Cool_as_Ice,Drama,http://dbpedia.org/resource/David_Kellogg,David Kellogg,http://dbpedia.org/resource/United_States,United States,5460.0,,,Kristin Minter|Michael Gross (actor)|Vanilla Ice,,
881,3477,Empire Records (1995),http://dbpedia.org/resource/Empire_Records,Comedy|Drama,http://dbpedia.org/resource/Allan_Moyle,Allan Moyle,http://dbpedia.org/resource/United_States,United States,5400.0,,,Renée Zellweger|Anthony LaPaglia|Rory Cochrane|Debi Mazar|Robin Tunney|Liv Tyler|Johnny Whitworth|Maxwell Caulfield,,Regency Enterprises
882,1635,"Ice Storm, The (1997)",http://dbpedia.org/resource/The_Ice_Storm_(film),Drama,http://dbpedia.org/resource/Ang_Lee,Ang Lee,,,6780.0,http://dbpedia.org/resource/James_Schamus,James Schamus,Tobey Maguire|Elijah Wood|Henry Czerny|Christina Ricci|Sigourney Weaver|Jamey Sheridan|Kevin Kline|Adam Hann-Byrd|Katie Holmes|Joan Allen,,Good Machine
883,3306,"Circus, The (1928)",http://dbpedia.org/resource/At_the_Circus,Comedy,http://dbpedia.org/resource/Edward_Buzzell,Edward Buzzell,,,5220.0,http://dbpedia.org/resource/Buster_Keaton,Buster Keaton,Eve Arden|Groucho Marx|Florence Rice|Chico Marx|Harpo Marx|Margaret Dumont|Kenny Baker (American singer and actor),,
884,1498,Inventing the Abbotts (1997),http://dbpedia.org/resource/Inventing_the_Abbotts,Drama|Romance,http://dbpedia.org/resource/Pat_O'Connor_(director),Pat O'Connor (director),,,6720.0,http://dbpedia.org/resource/Ken_Hixon,Ken Hixon,Jennifer Connelly|Billy Crudup|Joaquin Phoenix|Joanna Going|Liv Tyler,,Imagine Entertainment
885,3057,Where's Marlowe? (1999),http://dbpedia.org/resource/Where's_Marlowe%3F,Comedy,,,,,5820.0,http://dbpedia.org/resource/John_Mankiewicz,John Mankiewicz,Miguel Ferrer,,
886,945,Top Hat (1935),http://dbpedia.org/resource/Top_Hat,Comedy|Musical|Romance,http://dbpedia.org/resource/Mark_Sandrich,Mark Sandrich,http://dbpedia.org/resource/United_States,United States,6060.0,http://dbpedia.org/resource/Allan_Scott_(American_screenwriter),Allan Scott (American screenwriter),Fred Astaire|Ginger Rogers,,RKO Pictures
887,1752,Hard Rain (1998),http://dbpedia.org/resource/Hard_Rain_(film),Action|Crime|Thriller,http://dbpedia.org/resource/Mikael_Salomon,Mikael Salomon,,,5820.0,http://dbpedia.org/resource/Graham_Yost,Graham Yost,Morgan Freeman|Randy Quaid|Christian Slater|Minnie Driver,,Toho|PolyGram Filmed Entertainment|Mutual Film Company|Marubeni|Nordisk Film|UGC (cinema operator)|BBC Films
888,2962,Fever Pitch (1997),http://dbpedia.org/resource/Fever_Pitch_(1997_film),Comedy|Romance,,,,,6120.0,http://dbpedia.org/resource/Nick_Hornby,Nick Hornby,Colin Firth|Mark Strong|Neil Pearson|Ruth Gemmell,,Film4 Productions
889,3179,Angela's Ashes (1999),http://dbpedia.org/resource/Angela's_Ashes_(film),Drama,http://dbpedia.org/resource/Alan_Parker,Alan Parker,http://dbpedia.org/resource/Ireland,Ireland,8700.0,http://dbpedia.org/resource/Alan_Parker,Alan Parker,Robert Carlyle|Emily Watson|Michael Legge (actor),,David Brown (producer)|Scott Rudin
890,1105,Children of the Corn IV: The Gathering (1996),http://dbpedia.org/resource/Children_of_the_Corn_IV:_The_Gathering,Horror,,,,,4920.0,,,Brent Jennings|Naomi Watts,,
891,274,Man of the House (1995),http://dbpedia.org/resource/Man_of_the_House_(1995_film),Comedy,http://dbpedia.org/resource/James_Orr_(filmmaker),James Orr (filmmaker),,,5760.0,http://dbpedia.org/resource/James_Orr_(filmmaker),James Orr (filmmaker),Jonathan Taylor Thomas|Chevy Chase|George Wendt|Farrah Fawcett,,Walt Disney Pictures
892,2036,Blank Check (1994),http://dbpedia.org/resource/Blank_Check_(film),Children|Comedy,http://dbpedia.org/resource/Rupert_Wainwright,Rupert Wainwright,,,5640.0,http://dbpedia.org/resource/Blake_Snyder,Blake Snyder,Jayne Atkinson|Miguel Ferrer|Michael Lerner (actor)|Tone Lōc|Brian Bonsall|James Rebhorn|Karen Duffy,,Walt Disney Pictures
893,3826,Hollow Man (2000),http://dbpedia.org/resource/Hollow_Man_2,Horror|Sci-Fi|Thriller,http://dbpedia.org/resource/Claudio_Fäh,Claudio Fäh,,,5460.0,http://dbpedia.org/resource/Joel_Soisson,Joel Soisson,Laura Regan|Christian Slater|Peter Facinelli,,
894,3307,City Lights (1931),http://dbpedia.org/resource/City_Lights,Comedy|Drama|Romance,http://dbpedia.org/resource/Charlie_Chaplin,Charlie Chaplin,,,5220.0,http://dbpedia.org/resource/Charlie_Chaplin,Charlie Chaplin,Florence Lee|Charlie Chaplin|Virginia Cherrill|Harry Myers,,
895,3364,"Asphalt Jungle, The (1950)",http://dbpedia.org/resource/The_Asphalt_Jungle,Crime|Film-Noir,http://dbpedia.org/resource/John_Huston,John Huston,,,6720.0,http://dbpedia.org/resource/John_Huston,John Huston,James Whitmore|Sterling Hayden|Jean Hagen|Louis Calhern|Sam Jaffe|John McIntire,,
896,1196,Star Wars: Episode V - The Empire Strikes Back (1980),http://dbpedia.org/resource/The_Empire_Strikes_Back,Action|Adventure|Sci-Fi,http://dbpedia.org/resource/Irvin_Kershner,Irvin Kershner,,,7440.0,,,,,Lucasfilm
897,3873,Cat Ballou (1965),http://dbpedia.org/resource/Cat_Ballou,Comedy|Western,http://dbpedia.org/resource/Elliot_Silverstein,Elliot Silverstein,,,5820.0,http://dbpedia.org/resource/Walter_Newman_(screenwriter),Walter Newman (screenwriter),Michael Callan|Lee Marvin|Nat King Cole|Jane Fonda|Dwayne Hickman|Stubby Kaye,,Harold Hecht Productions
898,2792,Airplane II: The Sequel (1982),http://dbpedia.org/resource/Airplane_II:_The_Sequel,Comedy,http://dbpedia.org/resource/Ken_Finkleman,Ken Finkleman,,,5100.0,http://dbpedia.org/resource/Ken_Finkleman,Ken Finkleman,Robert Hays|Lloyd Bridges|William Shatner|Julie Hagerty|Chad Everett,,
899,2185,I Confess (1953),http://dbpedia.org/resource/I_Confess_(film),Thriller,http://dbpedia.org/resource/Alfred_Hitchcock,Alfred Hitchcock,,,5460.0,http://dbpedia.org/resource/William_Archibald_(playwright),William Archibald (playwright),Anne Baxter|Brian Aherne|O. E. Hasse|Karl Malden|Montgomery Clift,,Transatlantic Pictures
900,2926,Hairspray (1988),http://dbpedia.org/resource/Hairspray_(1988_film),Comedy|Drama,http://dbpedia.org/resource/John_Waters,John Waters,,,5520.0,http://dbpedia.org/resource/John_Waters,John Waters,Sonny Bono|Jerry Stiller|Divine (performer)|Pia Zadora|Ric Ocasek|Ruth Brown|Ricki Lake|Debbie Harry,,Stephen Woolley
901,1928,Cimarron (1931),http://dbpedia.org/resource/Cimarron_(1931_film),Drama|Western,http://dbpedia.org/resource/Wesley_Ruggles,Wesley Ruggles,,,7440.0,http://dbpedia.org/resource/Louis_Sarecky,Louis Sarecky,Irene Dunne|Richard Dix,,RKO Radio Pictures
902,3180,Play it to the Bone (1999),http://dbpedia.org/resource/Play_It_to_the_Bone,Comedy|Drama,http://dbpedia.org/resource/Ron_Shelton,Ron Shelton,,,7440.0,http://dbpedia.org/resource/Ron_Shelton,Ron Shelton,Antonio Banderas|Woody Harrelson|Lucy Liu|Tom Sizemore|Lolita Davidovich|Robert Wagner,,Touchstone Pictures
903,2318,Happiness (1998),http://dbpedia.org/resource/Happiness_(1998_film),Comedy|Drama,http://dbpedia.org/resource/Todd_Solondz,Todd Solondz,,,8340.0,http://dbpedia.org/resource/Todd_Solondz,Todd Solondz,Jane Adams (actress)|Lara Flynn Boyle|Philip Seymour Hoffman|Louise Lasser|Camryn Manheim|Ben Gazzara|Jared Harris|Cynthia Stevenson|Dylan Baker|Jon Lovitz|Elizabeth Ashley,Russian people,Christine Vachon
904,3827,Space Cowboys (2000),http://dbpedia.org/resource/Space_Cowboys,Action|Adventure|Comedy|Sci-Fi,http://dbpedia.org/resource/Clint_Eastwood,Clint Eastwood,,,7800.0,,,Clint Eastwood|William Devane|Donald Sutherland|Marcia Gay Harden|Loren Dean|James Cromwell|James Garner|Courtney B. Vance|Tommy Lee Jones,,
905,3478,"Bamba, La (1987)",http://dbpedia.org/resource/La_Bamba_(film),Drama,http://dbpedia.org/resource/Luis_Valdez,Luis Valdez,,,6480.0,http://dbpedia.org/resource/Luis_Valdez,Luis Valdez,Lou Diamond Phillips|Elizabeth Peña|Esai Morales|Joe Pantoliano|Rosanna DeSoto,,
906,2530,Beneath the Planet of the Apes (1970),http://dbpedia.org/resource/Beneath_the_Planet_of_the_Apes,Action|Sci-Fi,http://dbpedia.org/resource/Ted_Post,Ted Post,,,5700.0,http://dbpedia.org/resource/Paul_Dehn,Paul Dehn,Charlton Heston|Kim Hunter|James Franciscus|Maurice Evans (actor)|Linda Harrison (actress),,
907,569,Little Big League (1994),http://dbpedia.org/resource/Little_Big_League,Comedy|Drama,http://dbpedia.org/resource/Andrew_Scheinman,Andrew Scheinman,,,7140.0,,,Ashley Crow|Kevin Dunn|Luke Edwards|Jason Robards|Timothy Busfield|John Ashton (actor),,Castle Rock Entertainment
908,1063,Johns (1996),http://dbpedia.org/resource/Johns_(film),Drama,http://dbpedia.org/resource/Scott_Silver,Scott Silver,,,5760.0,http://dbpedia.org/resource/Scott_Silver,Scott Silver,David Arquette|Lukas Haas,,
